cl_id,cl_tracked,cl_fraud,cl_refunded,cb_amount,rf_amount,pv,revenue,co_name,gender,datecl,payment_method,mid,pid,card_brand,ps_id,pss_id
4954,0,1,0,11.64,5.36,4774.36,513.8,Australia,male,2021-03-22,E-Wallet,190,1252,Visa,88,5
6923,0,1,1,20.52,31.36,4410.24,723.04,Australia,female,2021-02-16,Credit cards,187,1066,Amex,65,56
2475,0,1,0,3.32,25.48,1519.28,470.12,Norway,female,2021-01-24,Bank transfers,201,1144,JBC,1,31
9484,1,0,0,44.64,30.16,2903.64,901.48,Finland,female,2021-03-24,Bank transfers,30,1208,Amex,34,67
2930,1,1,0,32.52,2.6,3417.2,824.76,Finland,female,2021-02-27,E-Wallet,254,1218,Visa,11,63
1696,0,1,1,21.68,26.2,2168.08,841.32,Norway,male,2021-04-01,Credit cards,29,1075,MasterCard,16,82
3453,1,1,1,47.08,38,1158.04,457.6,Spain,male,2021-03-31,Bank transfers,282,1006,Visa,33,6
7055,1,1,1,18,3.12,2040.44,367.6,Spain,female,2021-02-23,E-Wallet,112,1264,MasterCard,68,25
4385,1,1,0,33.44,16.32,4883.96,242.2,France,female,2021-02-24,E-Wallet,20,1195,JBC,71,36
634,1,0,1,44.32,41.56,3265.64,169.6,Turkey,male,2021-02-26,Credit cards,255,1235,MasterCard,22,21
4544,1,0,0,5.4,29.76,2455,252.76,France,male,2021-01-27,E-Wallet,210,1147,MasterCard,15,53
680,0,0,1,31.68,17.4,3808.56,352.24,Denmark,male,2021-02-19,Credit cards,149,1248,Amex,98,5
2190,0,1,1,32.16,43.92,1016.24,710.2,France,female,2021-01-28,Credit cards,19,1293,Amex,4,35
2240,0,0,0,1.44,39.96,1391.2,842.8,Ireland,female,2021-03-24,E-Wallet,208,1030,MasterCard,7,20
3410,0,1,1,23.32,10.28,4540.76,221.04,Brazil,female,2021-01-03,Bank transfers,75,1236,Amex,49,97
686,1,1,0,33,14.56,4067.04,806.84,Canada,female,2021-02-18,Bank transfers,245,1029,MasterCard,76,51
8114,0,0,1,22.88,33.68,3477.08,727,Australia,female,2021-02-20,Prepaid cards,219,1123,MasterCard,30,28
604,0,0,0,19.96,36.28,2116.28,119.48,Ireland,male,2021-01-08,Prepaid cards,188,1245,Amex,49,98
4255,0,1,1,17.16,22.72,1540.84,590.76,Norway,male,2021-01-08,Mobile,244,1112,Amex,62,61
756,1,1,0,48.84,34.08,2835.4,796.4,France,female,2021-02-14,Credit cards,300,1243,JBC,44,82
8906,0,0,1,44.32,36.84,2993.96,594.92,Spain,male,2021-03-28,E-Wallet,98,1001,MasterCard,78,42
1300,0,0,0,39.64,32.64,2259.84,263.36,Brazil,female,2021-03-09,Mobile,158,1238,MasterCard,97,90
6241,1,0,1,15.72,37.6,4992.12,795.48,Turkey,male,2021-03-28,Prepaid cards,288,1187,Amex,87,13
3118,1,0,1,46.24,2.92,2745.88,797.6,Finland,male,2021-02-17,Bank transfers,111,1113,MasterCard,99,14
9707,0,0,0,33.8,8.6,2388.2,359.24,Iran,female,2021-03-31,Credit cards,261,1114,Amex,18,56
1479,1,1,0,13.6,49.84,4418.76,267.84,Ireland,female,2021-03-23,Bank transfers,240,1087,Amex,75,47
5715,0,0,1,33.56,48.44,3700.52,524,Turkey,female,2021-02-25,Prepaid cards,251,1227,MasterCard,93,5
826,1,1,1,23.4,27.96,1424.96,523.8,Switzerland,male,2021-01-17,Credit cards,176,1294,Visa,87,3
1061,0,0,0,6.64,40.16,1967.92,103.52,Netherlands,male,2021-03-05,Bank transfers,46,1275,JBC,54,97
4267,1,0,0,21.44,32.32,4437.88,625.24,Finland,male,2021-02-26,E-Wallet,239,1234,JBC,66,81
2252,1,0,1,19.32,6.32,1303.68,672.32,Australia,male,2021-03-06,Bank transfers,65,1217,Amex,12,6
6491,1,1,1,34.04,17.68,2958.96,944.92,France,male,2021-03-26,E-Wallet,72,1051,Amex,97,47
5162,1,1,0,30.04,48.64,3736.84,764.24,Australia,male,2021-02-28,Mobile,297,1184,MasterCard,97,15
2211,1,1,0,48.24,42.56,3169.08,278,United States,male,2021-03-27,Bank transfers,251,1259,JBC,15,73
2299,1,1,1,42,35.88,3078.44,121.72,Denmark,male,2021-02-07,Bank transfers,248,1285,Amex,16,7
4484,1,0,1,34.28,18.08,1958.56,183.84,Finland,male,2021-03-10,Mobile,34,1181,JBC,46,56
2171,1,1,1,44.24,10.2,1456.36,965.04,Turkey,male,2021-03-08,Bank transfers,7,1127,Visa,86,25
2663,0,1,0,13.72,4.52,4936.72,184.04,Canada,female,2021-02-23,Credit cards,151,1036,Amex,4,30
9310,1,0,0,36.28,38,4573.6,825.64,United Kingdom,male,2021-02-09,Bank transfers,254,1020,JBC,36,35
4781,0,0,0,41.84,7.64,3349.56,156.68,United Kingdom,female,2021-02-14,Credit cards,69,1300,JBC,23,62
4227,1,0,1,14.28,47.16,3280.2,757.44,United States,male,2021-02-22,Mobile,112,1119,Visa,52,81
4472,0,1,0,2.4,26.68,1191.52,131.6,Turkey,female,2021-03-11,Prepaid cards,173,1175,Visa,66,97
1368,0,0,1,28.88,7.84,2040,496.28,Brazil,female,2021-01-13,Prepaid cards,274,1015,JBC,65,58
7836,1,1,0,40,17.52,4319.24,558.52,Denmark,female,2021-02-11,Prepaid cards,72,1103,Amex,70,58
7834,1,0,1,9.04,41.4,2900.2,665.28,United Kingdom,male,2021-01-22,Prepaid cards,107,1231,Amex,46,23
9821,0,1,1,44,18.08,4991.76,687.68,Brazil,female,2021-03-26,Credit cards,54,1079,MasterCard,84,8
202,0,1,1,26.44,47.28,4490.48,599.44,Australia,female,2021-02-07,E-Wallet,62,1117,MasterCard,75,45
8754,1,0,0,24.84,46.28,2078.6,250.28,Canada,female,2021-03-08,E-Wallet,18,1280,Amex,39,76
6071,1,1,1,20.88,14.52,1082.68,798.04,Brazil,female,2021-03-22,Mobile,249,1155,Visa,93,47
3213,0,0,1,31.12,16.76,2887.92,924.32,Iran,male,2021-03-09,Credit cards,235,1217,MasterCard,48,38
5218,0,0,1,37.8,30.64,2645.72,922.8,Spain,male,2021-03-10,Credit cards,128,1161,JBC,89,31
9642,1,0,0,16.2,43.08,4079,900.52,United States,female,2021-01-25,Bank transfers,29,1191,JBC,46,62
5599,0,1,0,32.44,37.48,3807.88,289.68,Turkey,female,2021-01-31,E-Wallet,12,1013,JBC,46,96
8134,1,0,0,4.28,13.96,2753.36,676.24,Finland,male,2021-03-18,Bank transfers,1,1114,MasterCard,60,96
5014,1,0,1,11.56,1.92,4162.44,248.48,Switzerland,male,2021-03-26,E-Wallet,111,1020,Visa,88,91
8454,0,1,1,34.88,24.88,1106.96,131.72,Canada,male,2021-01-01,E-Wallet,173,1003,MasterCard,60,48
2006,0,1,0,6.24,21.36,2565.88,849.96,Denmark,female,2021-02-24,Credit cards,160,1048,Amex,69,66
6034,1,0,1,39.84,48.76,3290.88,849.88,France,female,2021-01-13,Credit cards,260,1177,JBC,84,63
7822,1,1,1,10.84,27.2,3090.2,760.48,Spain,female,2021-03-21,E-Wallet,67,1221,Amex,90,15
6424,1,1,1,12.16,37.2,3525.44,979.92,United States,male,2021-03-01,Mobile,281,1185,Amex,91,10
4901,1,0,1,41.56,48.76,2918.36,574.92,Finland,female,2021-01-05,Mobile,119,1037,Visa,65,78
8469,0,0,1,12.68,2.64,3349.44,449.84,Germany,female,2021-02-21,Bank transfers,30,1193,MasterCard,34,44
2258,0,1,1,7.92,28.6,2193.72,59.96,Netherlands,female,2021-02-03,Bank transfers,82,1272,Visa,25,59
165,0,1,1,20.64,3.72,4764.68,963.68,United Kingdom,male,2021-01-16,Bank transfers,244,1158,MasterCard,41,75
1304,0,1,1,10.76,39.56,1096.16,507,Turkey,female,2021-02-24,Prepaid cards,163,1116,JBC,62,53
6912,0,1,0,27.96,3.24,3168.48,237.8,United Kingdom,male,2021-01-24,Mobile,193,1242,MasterCard,63,12
5282,0,1,1,22.32,18.36,3460.52,425.88,New Zealand,female,2021-01-16,Prepaid cards,104,1290,Amex,90,55
3545,1,1,1,29.2,35.68,3609.16,245.04,Netherlands,male,2021-03-21,Bank transfers,157,1093,Amex,72,2
2866,0,1,0,45.12,24.36,3388.4,861.52,Netherlands,male,2021-03-17,E-Wallet,1,1285,Visa,12,9
5667,1,0,1,11.28,19.96,1777.68,959.16,Netherlands,male,2021-02-09,Prepaid cards,229,1280,Visa,35,73
463,0,1,1,32.76,24.52,1473.68,119.12,Australia,male,2021-02-07,Credit cards,112,1053,JBC,37,46
9024,1,1,0,4.96,42.44,2185.4,974.6,Switzerland,female,2021-02-13,Mobile,276,1132,Visa,4,93
4858,0,1,0,4.12,25.8,2533.8,246.44,New Zealand,female,2021-02-27,Credit cards,9,1077,Visa,92,78
327,1,1,0,47.56,23.68,1897.2,671.52,United Kingdom,female,2021-02-10,Bank transfers,154,1233,MasterCard,73,57
2092,1,0,1,5.28,8.04,2202.04,557.16,Brazil,male,2021-03-27,Mobile,63,1295,Amex,87,85
3527,0,0,1,35.76,21.84,4592.6,995.36,France,male,2021-02-23,Mobile,85,1162,MasterCard,31,52
4285,1,1,0,1.36,41.88,1771.28,391.12,Iran,male,2021-03-01,Bank transfers,189,1279,Visa,23,12
8706,0,1,0,13.12,30.84,3963.4,499.72,Netherlands,female,2021-03-25,Credit cards,60,1209,MasterCard,13,60
1702,1,1,0,34.6,42.68,4904.56,279.36,Norway,male,2021-01-19,Prepaid cards,237,1034,Visa,95,30
3745,0,1,1,46.32,9.64,2112.6,438.6,Denmark,female,2021-02-06,Prepaid cards,212,1077,Amex,80,28
5112,0,1,0,38,2.6,4871.76,65.88,Brazil,male,2021-03-26,Credit cards,70,1017,Amex,75,83
528,1,0,1,4.76,48.16,3094.8,287.32,United Kingdom,male,2021-02-24,Bank transfers,187,1226,Visa,54,23
3765,0,0,0,18.6,47,1946.4,802.92,New Zealand,female,2021-01-07,Credit cards,101,1247,Visa,36,88
2911,0,1,1,27.36,43.96,3654.44,911.84,Canada,male,2021-03-20,Mobile,182,1221,MasterCard,76,72
3093,0,0,0,40.96,28,3544.8,967.68,Brazil,male,2021-02-08,Credit cards,262,1258,Amex,17,12
3913,0,0,0,10.48,45.36,2314.44,80,Spain,female,2021-02-25,Prepaid cards,160,1289,Amex,80,51
7557,1,0,0,3.92,1.48,4351.6,673.8,Germany,female,2021-03-24,E-Wallet,220,1291,Visa,84,79
2844,1,0,1,8.44,22.32,3071.2,146.48,Netherlands,male,2021-01-11,Bank transfers,230,1179,Visa,83,88
6042,1,0,0,14.72,10.48,3785.52,124,Turkey,male,2021-03-12,Credit cards,204,1264,Visa,52,97
2814,0,1,1,47.72,4.56,2018,788.2,United States,female,2021-01-20,Prepaid cards,173,1048,Amex,52,69
5970,0,0,0,34.28,9.24,2469.64,337,Finland,male,2021-02-08,Bank transfers,300,1017,JBC,80,60
4513,1,0,0,27.64,42.36,4197.12,588.84,Denmark,male,2021-01-27,Mobile,90,1021,Amex,18,84
3949,0,0,0,47.2,40.28,3049.08,124.96,Netherlands,female,2021-03-20,Credit cards,18,1075,JBC,35,62
7928,0,1,0,43.16,38.92,1796.24,622.32,France,male,2021-02-03,Bank transfers,132,1139,Visa,84,3
6905,0,1,1,10.24,38.68,2719.64,715.72,Netherlands,female,2021-03-01,Credit cards,169,1146,MasterCard,57,71
8662,1,1,0,42.28,48.64,3016.24,95.56,New Zealand,male,2021-02-18,Prepaid cards,22,1185,Amex,67,54
8867,0,0,0,38.64,38.88,1118.4,702.28,Brazil,female,2021-01-07,Bank transfers,204,1205,Visa,98,77
63,1,1,1,2.92,13.04,3639.44,698.12,Brazil,male,2021-03-15,Prepaid cards,119,1059,MasterCard,37,13
6347,1,0,0,1.52,42.04,2106.48,470.04,Norway,female,2021-02-02,Prepaid cards,140,1114,JBC,51,45
2324,1,1,1,43.8,48.4,4594.32,750.6,France,male,2021-03-20,Prepaid cards,238,1152,JBC,26,39
3057,0,0,1,17,43.88,3724.96,159,Switzerland,female,2021-02-23,Bank transfers,295,1171,JBC,70,89
7819,0,0,0,42.92,18.64,3140.44,196.84,Norway,male,2021-03-31,Bank transfers,38,1089,MasterCard,18,56
5987,1,1,0,6.6,19.92,1358.88,399.52,Norway,female,2021-03-09,Prepaid cards,139,1194,JBC,27,97
4291,1,1,1,9.2,40.72,3012.48,999.16,Canada,female,2021-02-06,Prepaid cards,282,1191,Amex,26,99
3209,1,1,1,42.84,46.36,3176.52,100.56,Switzerland,female,2021-02-02,E-Wallet,97,1271,JBC,66,85
7078,0,0,1,25.84,3.12,1455.24,975.76,Australia,female,2021-03-07,Credit cards,57,1274,Amex,67,48
8069,0,1,0,35.2,9.8,2583.24,614.12,United Kingdom,male,2021-02-10,E-Wallet,288,1211,Visa,78,64
5654,0,0,0,18.52,35.48,2837.52,818.44,France,male,2021-03-08,E-Wallet,151,1294,MasterCard,20,85
7354,0,1,1,48.36,37.68,1926.2,262.52,Spain,female,2021-03-20,Credit cards,222,1277,Visa,34,27
1171,1,0,0,6.64,40.24,1493.92,594.6,Netherlands,female,2021-02-09,Prepaid cards,190,1241,JBC,28,84
1937,0,1,1,9.36,39.76,3361.4,518.72,Germany,male,2021-01-04,Prepaid cards,222,1229,Amex,91,61
9718,1,0,1,20.12,12.76,3991.72,651.04,United Kingdom,female,2021-03-31,Bank transfers,197,1041,JBC,47,42
1250,1,1,1,36.48,34.28,1487.56,852,Germany,male,2021-01-18,Bank transfers,30,1012,MasterCard,32,57
8392,1,0,1,12.64,32.8,1664.88,406.04,Denmark,male,2021-03-13,Mobile,292,1223,Visa,20,50
3379,1,1,0,27.28,9.72,4043.68,920.88,Switzerland,male,2021-01-27,E-Wallet,168,1144,MasterCard,89,80
6842,0,1,1,17.28,34.64,4538.12,692.04,Denmark,female,2021-03-24,Mobile,71,1039,JBC,68,65
1583,1,1,1,9.4,39.2,3168.84,112.2,Finland,female,2021-03-13,Prepaid cards,202,1239,Amex,6,36
3012,0,0,0,22.2,47.84,2997.88,952.8,New Zealand,male,2021-03-20,Credit cards,192,1036,Amex,99,58
7323,0,1,0,13.36,28.56,3678.4,72.64,Brazil,male,2021-01-11,Bank transfers,59,1226,MasterCard,26,90
6000,0,1,0,37.92,41.52,3240.68,588.6,United Kingdom,female,2021-01-03,Prepaid cards,105,1021,MasterCard,95,24
8362,1,1,0,48.8,42.44,2344.96,828.48,United Kingdom,female,2021-01-27,E-Wallet,188,1295,Visa,90,91
4154,0,1,1,19.04,15.88,3505.32,516.76,Ireland,male,2021-01-08,Credit cards,264,1187,Visa,38,30
4197,0,0,0,31.6,32.56,4735.6,934.52,United Kingdom,female,2021-02-15,Mobile,285,1126,Visa,25,51
3663,0,0,0,7.84,1.76,2930,896.32,Turkey,female,2021-02-12,E-Wallet,114,1085,JBC,52,65
2253,1,1,0,21.08,4.76,4216.32,226.6,New Zealand,female,2021-03-29,Credit cards,117,1106,JBC,80,5
8016,0,1,0,5.12,23,2446.8,343.56,Brazil,male,2021-03-29,Credit cards,173,1166,MasterCard,62,92
6474,0,1,0,45.68,11.2,3014.44,734.8,Netherlands,male,2021-02-27,Bank transfers,208,1179,Visa,48,77
8548,0,1,0,41.36,32.92,2188.64,312.76,Iran,female,2021-02-28,Prepaid cards,18,1186,JBC,60,5
59,0,1,0,40.4,4.56,2927.88,348.96,Finland,female,2021-02-17,Credit cards,157,1256,Amex,26,22
3854,0,0,1,14.8,37.44,4705.64,524.44,New Zealand,female,2021-03-01,Credit cards,251,1135,Visa,23,5
6368,0,1,0,40.72,8.32,3378.96,99.24,Iran,male,2021-02-04,E-Wallet,98,1026,JBC,83,72
5059,0,0,0,1.6,18.92,4330.32,796.8,Turkey,male,2021-03-05,Credit cards,102,1196,Visa,78,69
5167,1,1,1,36.36,3.84,4304.92,70.96,Denmark,male,2021-03-14,Credit cards,290,1180,Visa,4,55
5552,1,1,1,18.04,11.36,1095.4,111.24,United Kingdom,male,2021-03-01,E-Wallet,248,1157,Amex,18,38
1452,0,0,1,49.04,28.04,2397.64,537.76,Iran,male,2021-03-17,E-Wallet,164,1251,MasterCard,68,81
906,1,0,0,3.92,46.16,1816.28,919.64,Finland,female,2021-02-21,Mobile,140,1098,Amex,61,33
4722,0,0,0,28.68,41.24,1181.52,203.84,New Zealand,female,2021-01-31,Prepaid cards,270,1116,Visa,30,27
767,0,1,1,26.2,48.32,3478,848.4,Turkey,female,2021-03-29,E-Wallet,288,1289,JBC,56,86
1281,1,1,0,23.84,12.28,3699.36,613.84,United Kingdom,male,2021-01-11,E-Wallet,278,1127,MasterCard,82,89
440,0,1,0,47.28,44.84,4023.36,197.08,Germany,male,2021-03-01,Mobile,162,1128,JBC,52,4
7305,1,1,1,38.4,10.08,1719.24,847.6,United States,female,2021-02-12,Prepaid cards,119,1172,JBC,2,2
3838,0,0,1,47.32,42.56,4929.44,988.56,United States,male,2021-02-13,Bank transfers,52,1103,JBC,99,73
2224,1,0,0,35.96,22.68,1733.36,78.96,Ireland,male,2021-03-16,Bank transfers,183,1283,MasterCard,56,93
3458,0,1,0,8.12,30.24,4724.36,582.52,Brazil,male,2021-03-20,Prepaid cards,67,1279,JBC,6,76
3025,1,0,1,11.48,32.16,4509.44,756.12,Norway,female,2021-03-25,Prepaid cards,83,1202,Visa,1,36
6593,0,0,1,11.36,44.96,4595.72,223.36,United Kingdom,female,2021-03-19,Bank transfers,75,1225,Visa,19,38
8861,1,1,1,12.28,35.84,3759.52,284.72,Brazil,female,2021-01-15,Bank transfers,231,1252,Visa,33,46
5247,0,0,1,18.32,37.4,3230.4,781.04,Spain,female,2021-02-27,Bank transfers,180,1007,Visa,37,37
7946,0,1,1,34.84,38.68,4662.92,921.08,Finland,female,2021-02-17,Bank transfers,270,1062,JBC,5,26
4540,0,1,1,27.8,41.76,4350.68,696.28,United States,male,2021-01-14,E-Wallet,273,1184,JBC,21,90
9762,1,1,1,27.84,13.8,3816,578.6,New Zealand,male,2021-03-05,Prepaid cards,111,1104,Amex,64,1
2567,0,1,0,31.48,20.24,3117.68,122.36,United States,female,2021-03-04,Prepaid cards,217,1028,Visa,55,97
196,0,1,0,47.16,2.44,2415.88,465.6,Norway,male,2021-03-18,Credit cards,194,1226,MasterCard,20,21
8266,0,0,1,48.32,23.6,1027,995.56,Ireland,male,2021-02-20,Prepaid cards,159,1103,Amex,21,95
4021,0,1,1,47.8,43.04,2665.28,160.16,United States,male,2021-02-01,Mobile,182,1110,MasterCard,77,98
7463,1,0,1,20.24,48.6,3650.76,191.04,Switzerland,female,2021-01-04,Prepaid cards,105,1083,Visa,83,94
8793,0,1,0,35.92,25.52,2829.16,278.44,United Kingdom,male,2021-03-07,Credit cards,2,1170,Amex,27,49
7293,1,0,1,37.56,5.56,1047.96,256.32,Iran,male,2021-01-31,Credit cards,175,1021,JBC,58,96
1164,1,0,0,29.4,27.92,4350.44,635.64,Norway,male,2021-03-26,E-Wallet,173,1241,Visa,39,29
6637,0,1,0,2.4,44.36,2639.04,929.76,Australia,female,2021-01-28,Bank transfers,245,1124,MasterCard,19,79
3504,0,0,0,10.64,40.68,3257.92,105,United Kingdom,male,2021-03-17,Bank transfers,31,1089,MasterCard,29,82
6002,0,1,1,14.12,21.64,3189.56,356.88,Spain,female,2021-03-07,Credit cards,202,1113,MasterCard,53,96
5338,0,0,1,47.12,12.68,1408,83.44,New Zealand,female,2021-01-04,E-Wallet,250,1049,MasterCard,4,51
5829,0,1,0,45.04,17.6,4595.8,755.48,Turkey,female,2021-03-16,Mobile,65,1212,JBC,85,82
9405,1,1,0,40.28,1.08,2403.8,405.36,United Kingdom,male,2021-03-24,Credit cards,179,1101,Visa,95,38
3870,1,0,1,13.8,42.16,4408.12,856.2,Brazil,male,2021-02-22,Mobile,152,1033,JBC,32,21
4620,1,1,1,32.44,9.68,4611.96,375.6,Canada,male,2021-02-08,Mobile,146,1008,JBC,70,40
4945,1,1,0,17.6,1.48,4996.2,914.36,Ireland,male,2021-03-30,Bank transfers,1,1118,MasterCard,49,85
7821,1,1,1,48.76,27.6,2408.12,402.2,Canada,female,2021-02-20,Credit cards,15,1262,Amex,57,72
7276,1,0,0,47.44,30.2,1487.76,678.6,United States,female,2021-03-08,Credit cards,68,1103,Amex,56,74
7401,1,0,0,14.72,29.08,3315.2,943.84,Spain,female,2021-01-06,Credit cards,79,1199,JBC,30,75
3642,1,0,0,15.12,33.2,4941.68,702.56,Norway,male,2021-02-10,Mobile,285,1116,MasterCard,37,39
9589,0,1,0,2.4,35.44,2809.8,156.48,Canada,female,2021-03-29,Credit cards,46,1079,Amex,96,55
3600,1,1,1,13.24,3.28,1679.88,557.4,Turkey,male,2021-01-29,Credit cards,133,1097,Visa,48,56
8681,1,1,0,2.84,24.84,4261.2,529.28,Norway,female,2021-02-02,Credit cards,199,1055,Amex,17,7
3850,1,1,1,41.72,28.08,2566.88,233.16,Finland,male,2021-02-01,Mobile,237,1005,Amex,5,61
4562,1,0,1,22.96,44.4,2904.88,162.28,Finland,male,2021-03-20,E-Wallet,132,1047,MasterCard,17,8
4976,0,1,1,35.28,6.2,3761.08,553.44,Germany,female,2021-01-17,Credit cards,291,1106,JBC,40,53
3189,1,1,0,46.36,25.44,1454.6,205.48,Canada,female,2021-02-20,Prepaid cards,239,1291,Amex,11,76
976,0,1,1,41.76,8.64,2673.92,87.48,Norway,male,2021-03-16,Bank transfers,249,1057,Visa,36,13
6582,1,0,0,21.96,48.6,2310.16,668.76,United Kingdom,female,2021-02-14,E-Wallet,168,1274,Amex,34,57
9603,0,1,0,21.72,24.36,1547.72,218.08,Denmark,female,2021-02-14,Prepaid cards,184,1007,JBC,19,62
9256,0,0,1,25.08,49.6,4128.48,533.12,Switzerland,male,2021-03-20,Bank transfers,147,1194,Amex,55,66
772,0,0,1,38.12,40.64,3831.8,468.28,Denmark,male,2021-02-15,Credit cards,22,1021,Visa,36,52
1225,1,0,0,27.2,26.56,4429.32,981.92,Norway,female,2021-02-10,Mobile,57,1069,Visa,25,85
8942,0,0,0,16.92,36.36,3044.84,768.6,Denmark,male,2021-03-17,Mobile,190,1194,MasterCard,75,11
7721,0,1,0,16.92,19.24,3698.96,101.6,Brazil,female,2021-03-15,E-Wallet,195,1144,MasterCard,41,93
123,0,1,1,18.6,29.48,3945.76,516.36,United Kingdom,male,2021-02-28,Credit cards,7,1049,Amex,29,30
9572,1,0,1,44.48,45.36,1109.04,263.52,Netherlands,male,2021-03-22,Mobile,153,1045,MasterCard,67,49
6181,1,0,0,29.2,31.6,2897,584.6,Germany,male,2021-03-05,Credit cards,108,1073,Amex,15,70
4273,1,1,1,37.24,24.68,2176.64,354.92,Brazil,female,2021-01-17,E-Wallet,78,1056,JBC,49,14
4646,1,0,1,25.12,29.96,2737.04,724.4,Turkey,female,2021-02-08,E-Wallet,88,1224,MasterCard,44,53
3464,1,1,1,1.6,22.24,1268.6,359.68,Switzerland,female,2021-01-30,Prepaid cards,272,1002,Visa,41,54
642,0,1,1,38.64,32.4,2823.64,899.72,New Zealand,male,2021-01-01,Bank transfers,139,1257,Amex,32,94
7347,1,0,0,25.08,7.52,2057.72,715.16,Iran,male,2021-02-22,E-Wallet,167,1078,Visa,95,97
9211,1,0,0,11.76,36.2,1143.8,951.4,Finland,female,2021-01-06,Credit cards,72,1068,Visa,68,13
2025,1,1,0,49.6,7.4,2488.84,884.16,Finland,male,2021-01-20,Mobile,152,1273,JBC,93,54
982,0,0,1,23.52,46.68,1369.72,329.16,Canada,male,2021-02-23,E-Wallet,208,1159,Visa,76,91
2882,0,0,1,8.28,7.08,4498.92,300,Finland,male,2021-03-03,Bank transfers,250,1217,Visa,26,17
9427,0,0,0,12.4,32.8,1467.24,966.2,Spain,female,2021-02-15,E-Wallet,193,1074,Visa,100,34
9925,0,0,1,1.64,1.2,2380.32,302.52,Canada,female,2021-01-17,Bank transfers,43,1298,Amex,55,85
8144,0,0,0,2.52,41.8,1593.4,482,Australia,female,2021-03-07,Mobile,123,1290,JBC,9,65
1594,1,1,0,38.84,48.36,3595.32,179.28,Netherlands,female,2021-02-01,Credit cards,169,1252,Visa,84,33
2418,1,1,0,18.76,14.2,4641.36,718.2,Germany,male,2021-03-07,Mobile,280,1019,Amex,13,47
2394,0,0,0,16.6,33.16,3102.92,858.28,Brazil,male,2021-03-27,Bank transfers,99,1147,MasterCard,19,63
3948,0,1,0,41.92,21,3357.04,267.44,France,female,2021-02-10,Mobile,156,1145,Amex,60,97
4302,1,0,0,47.92,9.12,2609.56,907.2,New Zealand,female,2021-01-13,Mobile,106,1263,Amex,67,69
6953,1,1,0,17.96,15.96,1739.96,295.64,Iran,female,2021-02-25,Credit cards,35,1182,MasterCard,44,82
1700,1,1,1,29.68,23.96,3117.32,433.2,Denmark,male,2021-01-30,Mobile,76,1074,MasterCard,72,92
1825,0,0,1,31.96,45.32,4333.12,476.04,Norway,male,2021-01-09,Prepaid cards,174,1044,JBC,7,67
6026,1,0,0,38.96,32.56,2975.44,315.2,France,male,2021-03-12,Mobile,292,1067,MasterCard,84,70
745,0,0,0,41.44,27.52,4319.24,471.8,Netherlands,male,2021-02-18,Bank transfers,10,1296,Amex,27,24
624,1,0,0,27.12,36.04,1908.28,497.28,Finland,male,2021-02-24,Credit cards,31,1104,JBC,65,33
2460,1,1,0,22.72,42.08,3854.88,168.44,United States,female,2021-01-12,Mobile,274,1213,MasterCard,59,47
9989,0,1,0,31.2,26.68,1482.64,91.36,Ireland,female,2021-03-25,Prepaid cards,48,1040,Visa,88,22
449,1,0,0,41.88,16.68,2955,779.56,Netherlands,male,2021-02-09,E-Wallet,141,1251,JBC,31,32
3558,0,0,0,25.48,41.32,4833.08,276.28,Iran,female,2021-01-02,Bank transfers,239,1199,Visa,2,32
4494,1,1,0,24.36,37.8,4631.96,896.92,Finland,female,2021-02-01,Bank transfers,1,1281,Visa,80,69
2101,1,0,1,6.76,2.04,4913.52,929.84,United States,female,2021-03-23,Bank transfers,154,1096,JBC,79,30
3115,0,0,1,19.72,15.76,3169.44,687.52,Iran,female,2021-01-22,Bank transfers,48,1078,Amex,33,97
1631,0,1,1,9.76,38.4,1786.76,334.4,New Zealand,female,2021-01-21,Bank transfers,233,1119,JBC,57,83
8418,1,0,0,37.76,44.04,4733.16,750.44,Netherlands,female,2021-03-04,E-Wallet,185,1287,Visa,90,27
924,0,1,0,40.8,2.56,1929.88,78.84,Switzerland,male,2021-03-16,E-Wallet,18,1149,JBC,15,8
1592,1,1,1,5.68,4.16,4420.4,318.88,Brazil,male,2021-03-23,Bank transfers,272,1296,JBC,48,57
697,0,0,0,29.52,22.8,1263.28,277.12,France,male,2021-02-14,E-Wallet,197,1254,JBC,85,25
3981,0,1,1,4,16.56,4262.84,699.04,Canada,female,2021-01-19,E-Wallet,297,1279,MasterCard,21,62
6392,0,1,0,45.92,8.68,2903,898.8,Canada,male,2021-02-27,E-Wallet,145,1298,JBC,96,41
4178,1,1,0,11.76,9.96,3438.48,750.4,Canada,female,2021-03-07,Credit cards,199,1209,JBC,36,10
7726,1,1,1,29.76,4.16,3983.12,857.28,Denmark,male,2021-02-21,Bank transfers,60,1099,Amex,58,63
248,1,0,0,46.84,37.12,4411.52,833.2,United Kingdom,female,2021-02-11,Credit cards,176,1046,MasterCard,95,50
6406,0,0,1,3.08,28.32,1263.12,130.36,Denmark,male,2021-03-02,E-Wallet,106,1211,Amex,77,84
5935,1,0,1,41.52,35.76,3583.04,941.48,Spain,male,2021-02-14,Prepaid cards,211,1177,Amex,22,100
9972,0,1,0,14.28,29.4,4854.44,669.76,Germany,male,2021-02-17,E-Wallet,241,1193,Visa,40,41
5623,0,1,0,28.4,23.44,2233.92,164.08,United Kingdom,male,2021-02-09,Prepaid cards,44,1033,Visa,92,79
